Time,True_Pitch,Sensor_Pitch
83.3,4.303710135,4.336856177
83.4,4.3815334,4.40459498
83.5,4.455032621,4.358330761
83.6,4.524135262,4.552054839
83.7,4.588773128,4.647285205
83.8,4.648882429,4.553031504
83.9,4.704403845,4.649146555
84,4.755282581,4.728369698
84.1,4.801468428,4.961731532
84.2,4.842915806,5.047252244
84.3,4.87958381,4.902729421
84.4,4.911436254,5.052800626
84.5,4.938441703,4.805367688
84.6,4.960573507,4.86931799
84.7,4.977809823,4.90165075
84.8,4.990133642,5.052921445
84.9,4.997532802,4.9833715
85,5,5.001444789
85.1,4.997532802,4.806322433
85.2,4.990133642,5.047527261
85.3,4.977809823,5.15551508
85.4,4.960573507,5.092577171
85.5,4.938441703,5.056324976
85.6,4.911436254,4.880396995
85.7,4.87958381,4.927292562
85.8,4.842915806,4.88598267
85.9,4.801468428,4.736152049
86,4.755282581,4.689054613
86.1,4.704403845,4.761071381
86.2,4.648882429,4.567053098
86.3,4.588773128,4.600710396
86.4,4.524135262,4.494899469
86.5,4.455032621,4.514631524
86.6,4.3815334,4.364408009
86.7,4.303710135,4.303149863
86.8,4.221639628,3.981123178
86.9,4.135402871,4.175129616
87,4.045084972,4.049496874
87.1,3.950775062,3.916058272
87.2,3.852566214,3.741692957
87.3,3.750555348,3.796017242
87.4,3.644843137,3.77121901
87.5,3.535533906,3.541749836
87.6,3.42273553,3.265894723
87.7,3.306559327,3.230941824
87.8,3.187119949,3.203385226
87.9,3.064535268,3.134828994
88,2.938926261,2.861472417
88.1,2.810416889,2.775207234
88.2,2.679133975,2.72845027
88.3,2.545207079,2.492463609
88.4,2.408768371,2.240266757
88.5,2.269952499,2.372968018
88.6,2.128896458,2.035279001
88.7,1.985739453,2.068178997
88.8,1.840622763,1.961548505
88.9,1.693689601,1.606547959
89,1.545084972,1.442156128
89.1,1.39495553,1.408558936
89.2,1.243449436,1.169770872
89.3,1.090716207,1.154537725
89.4,0.936906573,1.063522225
89.5,0.782172325,0.745851066
89.6,0.626666168,0.708594732
89.7,0.470541567,0.529164283
89.8,0.313952598,0.248517202
89.9,0.157053795,0.248197782
90,5.51091059616309e-15,-0.006647329
90.1,-0.157053795,-0.076680273
90.2,-0.313952598,-0.263814373
90.3,-0.470541567,-0.515830756
90.4,-0.626666168,-0.760382388
90.5,-0.782172325,-0.449564274
90.6,-0.936906573,-0.859394246
90.7,-1.090716207,-1.164185798
90.8,-1.243449436,-1.115090635
90.9,-1.39495553,-1.42898137
91,-1.545084972,-1.323169538
91.1,-1.693689601,-1.757310007
91.2,-1.840622763,-1.927766566
91.3,-1.985739453,-2.047581119
91.4,-2.128896458,-2.157725812
91.5,-2.269952499,-2.209047601
91.6,-2.408768371,-2.521601887
91.7,-2.545207079,-2.532711537
91.8,-2.679133975,-2.735490308
91.9,-2.810416889,-2.924247157
92,-2.938926261,-2.993513193
92.1,-3.064535268,-3.077840654
92.2,-3.187119949,-3.040773474
92.3,-3.306559327,-3.293908765
92.4,-3.42273553,-3.357376269
92.5,-3.535533906,-3.630608928
92.6,-3.644843137,-3.598074554
92.7,-3.750555348,-3.55674205
92.8,-3.852566214,-3.816467613
92.9,-3.950775062,-3.874689503
93,-4.045084972,-4.154792645
93.1,-4.135402871,-4.111754155
93.2,-4.221639628,-4.32235529
93.3,-4.303710135,-4.243831268
93.4,-4.3815334,-4.318759056
93.5,-4.455032621,-4.680275818
93.6,-4.524135262,-4.577069798
93.7,-4.588773128,-4.612561547
93.8,-4.648882429,-4.613060373
93.9,-4.704403845,-4.950439874
94,-4.755282581,-4.726630807
94.1,-4.801468428,-4.818707285
94.2,-4.842915806,-4.858591065
94.3,-4.87958381,-4.899723531
94.4,-4.911436254,-4.928759632
94.5,-4.938441703,-4.907353623
94.6,-4.960573507,-4.944522605
94.7,-4.977809823,-5.030042352
94.8,-4.990133642,-5.100702658
94.9,-4.997532802,-5.014756118
95,-5,-5.145745852
95.1,-4.997532802,-5.039439178
95.2,-4.990133642,-5.027499525
95.3,-4.977809823,-4.811084149
95.4,-4.960573507,-4.903509102
95.5,-4.938441703,-4.955329271
95.6,-4.911436254,-5.073684925
95.7,-4.87958381,-4.882114855
95.8,-4.842915806,-4.754539601
95.9,-4.801468428,-4.818035545
96,-4.755282581,-4.741604763
96.1,-4.704403845,-4.640369288
96.2,-4.648882429,-4.645120299
96.3,-4.588773128,-4.680820419
96.4,-4.524135262,-4.595281433
96.5,-4.455032621,-4.413381403
96.6,-4.3815334,-4.409941015
96.7,-4.303710135,-4.507548791
96.8,-4.221639628,-4.041949087
96.9,-4.135402871,-3.980507243
97,-4.045084972,-4.011365411
97.1,-3.950775062,-3.889377522
97.2,-3.852566214,-3.921890995
97.3,-3.750555348,-3.70064574
97.4,-3.644843137,-3.778564412
97.5,-3.535533906,-3.746220224
97.6,-3.42273553,-3.369266341
97.7,-3.306559327,-3.318794664
97.8,-3.187119949,-3.333825735
97.9,-3.064535268,-3.088733568
98,-2.938926261,-2.994762561
98.1,-2.810416889,-2.81467432
98.2,-2.679133975,-2.803881723
98.3,-2.545207079,-2.657091416
98.4,-2.408768371,-2.409587577
98.5,-2.269952499,-2.212342266
98.6,-2.128896458,-2.146630681
98.7,-1.985739453,-1.842569433
98.8,-1.840622763,-1.935740446
98.9,-1.693689601,-1.874700786
99,-1.545084972,-1.575500362
99.1,-1.39495553,-1.440965203
99.2,-1.243449436,-1.373062084
99.3,-1.090716207,-1.08552802
99.4,-0.936906573,-0.94433882
99.5,-0.782172325,-0.627245121
99.6,-0.626666168,-0.594870944
99.7,-0.470541567,-0.464429779
99.8,-0.313952598,-0.491549197
99.9,-0.157053795,-0.280846958
100,-6.12E-15,0.064698119
100.1,0.157053795,0.125918196
100.2,0.313952598,0.190317345
100.3,0.470541567,0.552170901
100.4,0.626666168,0.57844494
100.5,0.782172325,0.678756066
100.6,0.936906573,1.013042427
100.7,1.090716207,1.148736305
100.8,1.243449436,1.185895745
100.9,1.39495553,1.345668145
101,1.545084972,1.398338658
101.1,1.693689601,1.408249865
101.2,1.840622763,1.823015645
101.3,1.985739453,1.909139594
101.4,2.128896458,2.343369198
101.5,2.269952499,2.274808819
101.6,2.408768371,2.373707447
101.7,2.545207079,2.40968438
101.8,2.679133975,2.758007508
101.9,2.810416889,2.819541437
102,2.938926261,3.041780849
102.1,3.064535268,3.250370068
102.2,3.187119949,3.280629239
102.3,3.306559327,3.16544219
102.4,3.42273553,3.556902796
102.5,3.535533906,3.696510103
102.6,3.644843137,3.609707007
102.7,3.750555348,3.884690749
102.8,3.852566214,3.720985158
102.9,3.950775062,4.028795915
103,4.045084972,4.110316808
103.1,4.135402871,4.173597162
103.2,4.221639628,4.167022517
103.3,4.303710135,4.401602098
103.4,4.3815334,4.318186668
103.5,4.455032621,4.650711701
103.6,4.524135262,4.518219186
103.7,4.588773128,4.71555296
103.8,4.648882429,4.635211483
103.9,4.704403845,4.662044718
104,4.755282581,4.74383198
104.1,4.801468428,4.830025236
104.2,4.842915806,4.71706261
104.3,4.87958381,4.856314602
104.4,4.911436254,4.943022718
104.5,4.938441703,4.971012606
104.6,4.960573507,4.669466701
104.7,4.977809823,5.096315656
104.8,4.990133642,4.877473647
104.9,4.997532802,4.995002299
105,5,4.946436126
105.1,4.997532802,4.992569856
105.2,4.990133642,5.078445737
105.3,4.977809823,4.942831616
105.4,4.960573507,5.004527626
105.5,4.938441703,5.005220081
105.6,4.911436254,4.96882964
105.7,4.87958381,5.009728502
105.8,4.842915806,4.843940362
105.9,4.801468428,4.67832731
106,4.755282581,4.830053827
106.1,4.704403845,4.769039302
106.2,4.648882429,4.519119316
106.3,4.588773128,4.624095893
106.4,4.524135262,4.518486379
106.5,4.455032621,4.393296133
106.6,4.3815334,4.285433714
106.7,4.303710135,4.119765169
106.8,4.221639628,4.183340036
106.9,4.135402871,4.078283555
107,4.045084972,4.061283267
107.1,3.950775062,4.01902287
107.2,3.852566214,3.794305003
107.3,3.750555348,3.784843013
107.4,3.644843137,3.502958199
107.5,3.535533906,3.597259274
107.6,3.42273553,3.509550848
107.7,3.306559327,3.349003184
107.8,3.187119949,3.283318573
107.9,3.064535268,3.068191859
108,2.938926261,3.024329845
108.1,2.810416889,2.973829301
108.2,2.679133975,2.751700301
108.3,2.545207079,2.451040287
108.4,2.408768371,2.20141413
108.5,2.269952499,2.040018171
108.6,2.128896458,2.153976921
108.7,1.985739453,1.921583241
108.8,1.840622763,1.978289382
108.9,1.693689601,1.507038302
109,1.545084972,1.544304954
109.1,1.39495553,1.400248504
109.2,1.243449436,1.195467191
109.3,1.090716207,0.998440761
109.4,0.936906573,0.896953529
109.5,0.782172325,0.638505064
109.6,0.626666168,0.712110412
109.7,0.470541567,0.349005814
109.8,0.313952598,0.192217574
109.9,0.157053795,0.303797053
110,2.44991257893129e-14,0.030025671
110.1,-0.157053795,-0.175812887
110.2,-0.313952598,-0.135205564
110.3,-0.470541567,-0.476124004
110.4,-0.626666168,-0.49587413
110.5,-0.782172325,-0.712678984
110.6,-0.936906573,-0.954897494
110.7,-1.090716207,-1.215954368
110.8,-1.243449436,-1.277321734
110.9,-1.39495553,-1.307910231
111,-1.545084972,-1.35280498
111.1,-1.693689601,-1.622067466
111.2,-1.840622763,-1.693128194
111.3,-1.985739453,-2.063906431
111.4,-2.128896458,-2.194070194
111.5,-2.269952499,-2.066552118
111.6,-2.408768371,-2.523669767
111.7,-2.545207079,-2.501300503
111.8,-2.679133975,-2.625784413
111.9,-2.810416889,-2.850350073
112,-2.938926261,-2.873287253
112.1,-3.064535268,-3.081800139
112.2,-3.187119949,-3.172808803
112.3,-3.306559327,-3.143452607
112.4,-3.42273553,-3.38018951
112.5,-3.535533906,-3.646894927
112.6,-3.644843137,-3.489139574
112.7,-3.750555348,-3.87378301
112.8,-3.852566214,-3.796499126
112.9,-3.950775062,-3.994865515
113,-4.045084972,-4.090650197
113.1,-4.135402871,-4.146413227
113.2,-4.221639628,-4.219923505
113.3,-4.303710135,-4.224487266
113.4,-4.3815334,-4.353386063
113.5,-4.455032621,-4.255824319
113.6,-4.524135262,-4.699786753
113.7,-4.588773128,-4.659124017
113.8,-4.648882429,-4.799710821
113.9,-4.704403845,-4.630157704
114,-4.755282581,-4.769094816
114.1,-4.801468428,-4.72027392
114.2,-4.842915806,-4.813077667
114.3,-4.87958381,-4.995128748
114.4,-4.911436254,-4.874101786
114.5,-4.938441703,-4.863751811
114.6,-4.960573507,-4.983812178
114.7,-4.977809823,-5.038162396
114.8,-4.990133642,-4.892636308
114.9,-4.997532802,-5.067453215
115,-5,-4.931539907
115.1,-4.997532802,-5.002075948
115.2,-4.990133642,-5.044369196
115.3,-4.977809823,-4.93002395
115.4,-4.960573507,-4.833458474
115.5,-4.938441703,-4.94955649
115.6,-4.911436254,-5.042723926
115.7,-4.87958381,-4.72586063
115.8,-4.842915806,-4.876167298
115.9,-4.801468428,-4.768872981
116,-4.755282581,-4.747619619
116.1,-4.704403845,-4.814265585
116.2,-4.648882429,-4.609061342
116.3,-4.588773128,-4.470376095
116.4,-4.524135262,-4.515843798
116.5,-4.455032621,-4.420188499
116.6,-4.3815334,-4.382702213
116.7,-4.303710135,-4.281387985
116.8,-4.221639628,-4.27525161
116.9,-4.135402871,-4.17846013
117,-4.045084972,-4.12787302
117.1,-3.950775062,-3.780264418
117.2,-3.852566214,-3.84436407
117.3,-3.750555348,-3.670770285
117.4,-3.644843137,-3.626789126
117.5,-3.535533906,-3.445884778
117.6,-3.42273553,-3.542505729
117.7,-3.306559327,-3.527861824
117.8,-3.187119949,-3.222097006
117.9,-3.064535268,-2.990637148
118,-2.938926261,-2.881288625
118.1,-2.810416889,-2.800511631
118.2,-2.679133975,-2.710281584
118.3,-2.545207079,-2.46192324
118.4,-2.408768371,-2.505942628
118.5,-2.269952499,-2.163255504
118.6,-2.128896458,-2.229874365
118.7,-1.985739453,-2.066347554
118.8,-1.840622763,-1.763557041
118.9,-1.693689601,-1.897110915
119,-1.545084972,-1.584515591
119.1,-1.39495553,-1.358593091
119.2,-1.243449436,-1.290946147
119.3,-1.090716207,-1.066032376
119.4,-0.936906573,-0.887952715
119.5,-0.782172325,-0.833450951
119.6,-0.626666168,-0.491941145
119.7,-0.470541567,-0.434327096
119.8,-0.313952598,-0.22686868
119.9,-0.157053795,-0.060450181
120,-7.35E-15,-0.014773252
120.1,0.157053795,0.267135267
120.2,0.313952598,0.568149647
120.3,0.470541567,0.475103576
120.4,0.626666168,0.406717993
120.5,0.782172325,0.801904064
120.6,0.936906573,0.87072917
120.7,1.090716207,1.078093149
120.8,1.243449436,1.2010277
120.9,1.39495553,1.405296348
121,1.545084972,1.661694136
121.1,1.693689601,1.83115332
121.2,1.840622763,1.804551521
121.3,1.985739453,1.939899059
121.4,2.128896458,1.952101243
121.5,2.269952499,2.18434903
121.6,2.408768371,2.523515888
121.7,2.545207079,2.619592685
121.8,2.679133975,2.808321737
121.9,2.810416889,2.710029216
122,2.938926261,3.105238744
122.1,3.064535268,3.042361613
122.2,3.187119949,3.107563831
122.3,3.306559327,3.201359524
122.4,3.42273553,3.277196599
122.5,3.535533906,3.603660983
122.6,3.644843137,3.726904308
122.7,3.750555348,3.741148567
122.8,3.852566214,3.814979564
122.9,3.950775062,3.902969294
123,4.045084972,4.018811678
123.1,4.135402871,4.133409393
123.2,4.221639628,4.23369925
123.3,4.303710135,4.209149783
123.4,4.3815334,4.310183686
123.5,4.455032621,4.464924833
123.6,4.524135262,4.619894879
123.7,4.588773128,4.552119783
123.8,4.648882429,4.807286473
123.9,4.704403845,4.680892104
124,4.755282581,4.775768252
124.1,4.801468428,4.979781723
124.2,4.842915806,4.855198929
124.3,4.87958381,4.825780289
124.4,4.911436254,5.036560269
124.5,4.938441703,4.881980243
124.6,4.960573507,4.876635999
124.7,4.977809823,5.116436938
124.8,4.990133642,5.189950378
124.9,4.997532802,5.062822069
125,5,4.982495042
125.1,4.997532802,4.98940882
125.2,4.990133642,5.097642135
125.3,4.977809823,5.019309109
125.4,4.960573507,5.003968472
125.5,4.938441703,4.78481979
125.6,4.911436254,4.988452979
125.7,4.87958381,4.728823483
125.8,4.842915806,4.737825281
125.9,4.801468428,4.906625264
126,4.755282581,4.707333614
126.1,4.704403845,4.696358178
126.2,4.648882429,4.623116709
126.3,4.588773128,4.622256962
126.4,4.524135262,4.441038682
126.5,4.455032621,4.541416835
126.6,4.3815334,4.421931264
126.7,4.303710135,4.288504874
126.8,4.221639628,4.165878556
126.9,4.135402871,4.090360481
127,4.045084972,3.89392717
127.1,3.950775062,3.962059457
127.2,3.852566214,3.807500993
127.3,3.750555348,3.727303057
127.4,3.644843137,3.655491157
127.5,3.535533906,3.684037432
127.6,3.42273553,3.45839573
127.7,3.306559327,3.266254927
127.8,3.187119949,3.17084918
127.9,3.064535268,3.036548742
128,2.938926261,2.981305069
128.1,2.810416889,2.765056478
128.2,2.679133975,2.704776365
128.3,2.545207079,2.604958335
128.4,2.408768371,2.427399087
128.5,2.269952499,2.180865994
128.6,2.128896458,2.181289771
128.7,1.985739453,2.008894588
128.8,1.840622763,1.937384782
128.9,1.693689601,1.690875389
129,1.545084972,1.573156914
129.1,1.39495553,1.503731555
129.2,1.243449436,1.244276154
129.3,1.090716207,0.985294358
129.4,0.936906573,0.990748281
129.5,0.782172325,0.717694813
129.6,0.626666168,0.496307655
129.7,0.470541567,0.533497504
129.8,0.313952598,0.283066844
129.9,0.157053795,0.088466961
130,-9.80E-15,-0.184010098
130.1,-0.157053795,-0.23447333
130.2,-0.313952598,-0.344315199
130.3,-0.470541567,-0.373941797
130.4,-0.626666168,-0.657765319
130.5,-0.782172325,-0.72670839
130.6,-0.936906573,-0.98161855
130.7,-1.090716207,-1.093191158
130.8,-1.243449436,-1.236403948
130.9,-1.39495553,-1.346954721
131,-1.545084972,-1.625922998
131.1,-1.693689601,-1.66866678
131.2,-1.840622763,-1.879659261
131.3,-1.985739453,-2.02658315
131.4,-2.128896458,-2.166366574
131.5,-2.269952499,-2.185708967
131.6,-2.408768371,-2.315945247
131.7,-2.545207079,-2.545552053
131.8,-2.679133975,-2.552237139
131.9,-2.810416889,-2.849813782
132,-2.938926261,-2.914996462
132.1,-3.064535268,-3.061561994
132.2,-3.187119949,-3.139498449
132.3,-3.306559327,-3.275260162
132.4,-3.42273553,-3.423104948
132.5,-3.535533906,-3.524357911
132.6,-3.644843137,-3.666378358
132.7,-3.750555348,-3.842938123
132.8,-3.852566214,-3.899120542
132.9,-3.950775062,-4.066674784
133,-4.045084972,-3.951615904
133.1,-4.135402871,-4.390487249
133.2,-4.221639628,-4.333616347
133.3,-4.303710135,-4.140756407
133.4,-4.3815334,-4.199506445
133.5,-4.455032621,-4.531695555
133.6,-4.524135262,-4.584706316
133.7,-4.588773128,-4.581356803
133.8,-4.648882429,-4.721416694
133.9,-4.704403845,-4.620538799
134,-4.755282581,-4.599978679
134.1,-4.801468428,-4.730854297
134.2,-4.842915806,-4.886159687
134.3,-4.87958381,-4.697360653
134.4,-4.911436254,-4.739922409
134.5,-4.938441703,-4.824683398
134.6,-4.960573507,-5.075044886
134.7,-4.977809823,-4.812255019
134.8,-4.990133642,-5.005699014
134.9,-4.997532802,-5.217836607
135,-5,-5.100262417
135.1,-4.997532802,-5.116480792
135.2,-4.990133642,-5.022851917
135.3,-4.977809823,-5.090233597
135.4,-4.960573507,-5.045571427
135.5,-4.938441703,-4.961098317
135.6,-4.911436254,-4.94464779
135.7,-4.87958381,-4.93261765
135.8,-4.842915806,-4.96195323
135.9,-4.801468428,-4.799051078
136,-4.755282581,-4.735926203
136.1,-4.704403845,-4.738132621
136.2,-4.648882429,-4.592592969
136.3,-4.588773128,-4.634738921
136.4,-4.524135262,-4.640590582
136.5,-4.455032621,-4.324493519
136.6,-4.3815334,-4.331231925
136.7,-4.303710135,-4.170521365
136.8,-4.221639628,-4.13376368
136.9,-4.135402871,-4.097295197
137,-4.045084972,-3.897416623
137.1,-3.950775062,-4.037863981
137.2,-3.852566214,-3.910840537
137.3,-3.750555348,-3.848469434
137.4,-3.644843137,-3.683135498
137.5,-3.535533906,-3.574416083
137.6,-3.42273553,-3.385983309
137.7,-3.306559327,-3.310063773
137.8,-3.187119949,-3.263056483
137.9,-3.064535268,-3.113040941
138,-2.938926261,-2.912724268
138.1,-2.810416889,-2.881086453
138.2,-2.679133975,-2.826946392
138.3,-2.545207079,-2.416659745
138.4,-2.408768371,-2.472348966
138.5,-2.269952499,-2.208538406
138.6,-2.128896458,-2.102075349
138.7,-1.985739453,-1.874812865
138.8,-1.840622763,-1.792980889
138.9,-1.693689601,-1.707778654
139,-1.545084972,-1.359802972
139.1,-1.39495553,-1.461726561
139.2,-1.243449436,-1.269176901
139.3,-1.090716207,-0.924168048
139.4,-0.936906573,-1.073713257
139.5,-0.782172325,-0.745286076
139.6,-0.626666168,-0.553569319
139.7,-0.470541567,-0.593505457
139.8,-0.313952598,-0.317778173
139.9,-0.157053795,-0.154028652
140,-8.57E-15,-0.123101299
140.1,0.157053795,0.097664918
140.2,0.313952598,0.484350593
140.3,0.470541567,0.527224399
140.4,0.626666168,0.637479947
140.5,0.782172325,0.797717728
140.6,0.936906573,0.996191039
140.7,1.090716207,1.174997567
140.8,1.243449436,1.312213022
140.9,1.39495553,1.593630884
141,1.545084972,1.679820177
141.1,1.693689601,1.764217756
141.2,1.840622763,1.784624621
141.3,1.985739453,2.122579691
141.4,2.128896458,2.252242488
141.5,2.269952499,2.3054203
141.6,2.408768371,2.226046275
141.7,2.545207079,2.580192918
141.8,2.679133975,2.660044539
141.9,2.810416889,2.807564571
142,2.938926261,3.05474799
142.1,3.064535268,3.097620482
142.2,3.187119949,3.349870818
142.3,3.306559327,3.357613383
142.4,3.42273553,3.3797338
142.5,3.535533906,3.509368734
142.6,3.644843137,3.592922907
142.7,3.750555348,3.629293088
142.8,3.852566214,3.862547191
142.9,3.950775062,4.055232933
143,4.045084972,3.91176803
143.1,4.135402871,4.126145488
143.2,4.221639628,4.38271593
143.3,4.303710135,4.209094411
143.4,4.3815334,4.252995503
143.5,4.455032621,4.396912186
143.6,4.524135262,4.596331671
143.7,4.588773128,4.698624686
143.8,4.648882429,4.720508628
143.9,4.704403845,4.722848806
144,4.755282581,4.771019412
144.1,4.801468428,4.954393113
144.2,4.842915806,4.90362852
144.3,4.87958381,4.81741362
144.4,4.911436254,4.930267564
144.5,4.938441703,4.875737834
144.6,4.960573507,4.969181403
144.7,4.977809823,5.034710501
144.8,4.990133642,4.992045977
144.9,4.997532802,4.869258952
145,5,4.859198645
145.1,4.997532802,5.084609265
145.2,4.990133642,5.058529692
145.3,4.977809823,4.805925813
145.4,4.960573507,4.809401315
145.5,4.938441703,4.864622917
145.6,4.911436254,4.926187075
145.7,4.87958381,4.801626447
145.8,4.842915806,4.823057509
145.9,4.801468428,4.869886497
146,4.755282581,4.866844137
146.1,4.704403845,4.715904765
146.2,4.648882429,4.653103975
146.3,4.588773128,4.636509497
146.4,4.524135262,4.654136313
146.5,4.455032621,4.502447286
146.6,4.3815334,4.264910453
146.7,4.303710135,4.329421368
146.8,4.221639628,4.226164484
146.9,4.135402871,4.123576688
147,4.045084972,3.980772093
147.1,3.950775062,3.99377031
147.2,3.852566214,3.977647869
147.3,3.750555348,3.710918401
147.4,3.644843137,3.451965187
147.5,3.535533906,3.457857352
147.6,3.42273553,3.301585523
147.7,3.306559327,3.301694812
147.8,3.187119949,3.070124653
147.9,3.064535268,2.837519039
148,2.938926261,2.960832282
148.1,2.810416889,2.907017774
148.2,2.679133975,2.720492509
148.3,2.545207079,2.677318048
148.4,2.408768371,2.442284088
148.5,2.269952499,2.303153775
148.6,2.128896458,2.157536101
148.7,1.985739453,1.960839344
148.8,1.840622763,1.769976009
148.9,1.693689601,1.728664384
149,1.545084972,1.525350542
149.1,1.39495553,1.305941671
149.2,1.243449436,1.063430889
149.3,1.090716207,1.057353145
149.4,0.936906573,0.9657533
149.5,0.782172325,0.946167011
149.6,0.626666168,0.653597989
149.7,0.470541567,0.583236099
149.8,0.313952598,0.35989831
149.9,0.157053795,0.109543493
150,2.69484193876077e-14,0.051139414
150.1,-0.157053795,-0.316947823
150.2,-0.313952598,-0.449253131
150.3,-0.470541567,-0.575499541
150.4,-0.626666168,-0.701914421
150.5,-0.782172325,-0.720387738
150.6,-0.936906573,-0.970630436
150.7,-1.090716207,-1.156552816
150.8,-1.243449436,-1.170005308
150.9,-1.39495553,-1.376903677
151,-1.545084972,-1.571161496
151.1,-1.693689601,-1.670819187
151.2,-1.840622763,-1.699265639
151.3,-1.985739453,-1.979265638
151.4,-2.128896458,-2.062556425
151.5,-2.269952499,-2.173961888
151.6,-2.408768371,-2.259361799
151.7,-2.545207079,-2.625452782
151.8,-2.679133975,-2.595008041
151.9,-2.810416889,-2.891346999
152,-2.938926261,-2.906562912
152.1,-3.064535268,-3.048555311
152.2,-3.187119949,-3.289080048
152.3,-3.306559327,-3.386371965
152.4,-3.42273553,-3.238977391
152.5,-3.535533906,-3.700031529
152.6,-3.644843137,-3.613009657
152.7,-3.750555348,-3.694897718
152.8,-3.852566214,-3.863327039
152.9,-3.950775062,-3.777091733
153,-4.045084972,-4.231997241
153.1,-4.135402871,-4.266141617
153.2,-4.221639628,-4.320962405
153.3,-4.303710135,-4.277891518
153.4,-4.3815334,-4.23067655
153.5,-4.455032621,-4.662849215
153.6,-4.524135262,-4.647321054
153.7,-4.588773128,-4.718621428
153.8,-4.648882429,-4.761755137
153.9,-4.704403845,-4.596046263
154,-4.755282581,-4.72018623
154.1,-4.801468428,-4.646193106
154.2,-4.842915806,-4.786885585
154.3,-4.87958381,-4.77045784
154.4,-4.911436254,-5.103211253
154.5,-4.938441703,-4.94726787
154.6,-4.960573507,-4.997675581
154.7,-4.977809823,-4.932177278
154.8,-4.990133642,-4.959158685
154.9,-4.997532802,-5.124831511
155,-5,-5.007916426
155.1,-4.997532802,-4.975269954
155.2,-4.990133642,-4.958244786
155.3,-4.977809823,-5.043818487
155.4,-4.960573507,-5.112461187
155.5,-4.938441703,-4.784171072
155.6,-4.911436254,-4.859739125
155.7,-4.87958381,-4.807932311
155.8,-4.842915806,-4.863659533
155.9,-4.801468428,-4.775607701
156,-4.755282581,-4.833518329
156.1,-4.704403845,-4.608054672
156.2,-4.648882429,-4.578838536
156.3,-4.588773128,-4.654848774
156.4,-4.524135262,-4.602269708
156.5,-4.455032621,-4.619590751
156.6,-4.3815334,-4.363799235
156.7,-4.303710135,-4.340903018
156.8,-4.221639628,-4.280814101
156.9,-4.135402871,-4.225724909
157,-4.045084972,-4.107731801
157.1,-3.950775062,-3.921381819
157.2,-3.852566214,-4.037781075
157.3,-3.750555348,-3.62847745
157.4,-3.644843137,-3.655515425
157.5,-3.535533906,-3.489335691
157.6,-3.42273553,-3.297318455
157.7,-3.306559327,-3.250625196
157.8,-3.187119949,-3.12841869
157.9,-3.064535268,-3.219626032
158,-2.938926261,-3.05062009
158.1,-2.810416889,-2.818430963
158.2,-2.679133975,-2.642233942
158.3,-2.545207079,-2.445547715
158.4,-2.408768371,-2.599759186
158.5,-2.269952499,-2.294617082
158.6,-2.128896458,-2.120105901
158.7,-1.985739453,-2.038480236
158.8,-1.840622763,-1.793567877
158.9,-1.693689601,-1.739559567
159,-1.545084972,-1.487789159
159.1,-1.39495553,-1.38181212
159.2,-1.243449436,-1.278735747
159.3,-1.090716207,-1.078506982
159.4,-0.936906573,-1.119556375
159.5,-0.782172325,-0.587318336
159.6,-0.626666168,-0.817481758
159.7,-0.470541567,-0.565983561
159.8,-0.313952598,-0.436001822
159.9,-0.157053795,-0.185781749
160,-9.80E-15,-0.116409832
160.1,0.157053795,0.280562501
160.2,0.313952598,0.29609003
160.3,0.470541567,0.680340378
160.4,0.626666168,0.652405938
160.5,0.782172325,0.866682761
160.6,0.936906573,0.910901391
160.7,1.090716207,1.093973626
160.8,1.243449436,1.255175574
160.9,1.39495553,1.477179222
161,1.545084972,1.5346565
161.1,1.693689601,1.723177615
161.2,1.840622763,1.856452021
161.3,1.985739453,2.007214701
161.4,2.128896458,2.003660866
161.5,2.269952499,2.096894392
161.6,2.408768371,2.430506499
161.7,2.545207079,2.699549362
161.8,2.679133975,2.678121562
161.9,2.810416889,2.954410521
162,2.938926261,3.112838597
162.1,3.064535268,2.778526033
162.2,3.187119949,3.010437242
162.3,3.306559327,3.236794277
162.4,3.42273553,3.203598728
162.5,3.535533906,3.580713833
162.6,3.644843137,3.723755389
162.7,3.750555348,3.848689503
162.8,3.852566214,3.851980335
162.9,3.950775062,3.810361173
163,4.045084972,3.967517156
163.1,4.135402871,4.191341387
163.2,4.221639628,4.228453872
163.3,4.303710135,4.288810502
163.4,4.3815334,4.483455237
163.5,4.455032621,4.533925985
163.6,4.524135262,4.593404026
163.7,4.588773128,4.591639677
163.8,4.648882429,4.757527185
163.9,4.704403845,4.756433413
164,4.755282581,4.73412996
164.1,4.801468428,4.730621634
164.2,4.842915806,4.834884979
164.3,4.87958381,4.867795611
164.4,4.911436254,4.927488587
164.5,4.938441703,4.87110628
164.6,4.960573507,4.998616026
164.7,4.977809823,5.09267385
164.8,4.990133642,4.807639302
164.9,4.997532802,5.114335714
165,5,4.941619698
165.1,4.997532802,5.157783041
165.2,4.990133642,5.065530661
165.3,4.977809823,5.004838841
165.4,4.960573507,4.991193182
165.5,4.938441703,4.791066635
165.6,4.911436254,4.916838584
165.7,4.87958381,4.895926407
165.8,4.842915806,4.887560895
165.9,4.801468428,5.055569419
166,4.755282581,4.62972089
166.1,4.704403845,4.799703194
166.2,4.648882429,4.564743953
166.3,4.588773128,4.596307814
166.4,4.524135262,4.634548004
166.5,4.455032621,4.624912242
166.6,4.3815334,4.602058774
166.7,4.303710135,4.310407968
